Cybernator|VC|Shooter|Nintendo|NCS|0.0|0.00|0.00|0.00|0.00|0.00|2007-12-17
Pro Yakyuu World Stadium|PCE|Sports|Namco|Namco|0.0|0.00|0.00|0.00|0.00|0.00|1988-05-20
Cybernator|SNES|Shooter|Konami|NCS|0.0|0.00|0.00|0.00|0.00|0.00|1993-04-01
Snowboard Champion|GB|Sports|Bottom Up|Dream Japan|0.0|0.00|0.00|0.00|0.00|0.00|2000-03-31
Winter Games|7800|Sports|Atari|Atari|0.0|0.00|0.00|0.00|0.00|0.00|1987-01-01
Cybernoid: The Fighting Machine|NES|Shooter|Acclaim Entertainment|Acclaim|0.0|0.00|0.00|0.00|0.00|0.00|1989-12-01
World Cup USA 94|GEN|Sports|U.S. Gold|Tiertex Design Studios|0.0|0.00|0.00|0.00|0.00|0.00|1994-01-01
Galactic Civilizations|PC|Strategy|Strategy First|Stardock|0.0|0.00|0.00|0.00|0.00|0.00|2003-03-26
NBA 2K20|PS4|Sports|2K Sports|Visual Concepts|0.0|0.00|0.00|0.00|0.00|0.00|2019-09-06
Angelique|GBA|Strategy|KOEI|Koei|0.0|0.00|0.00|0.00|0.00|0.00|2002-03-21
Winning Post 9|PC|Sports|Koei Tecmo|Koei Tecmo Games|0.0|0.00|0.00|0.00|0.00|0.00|2019-03-28
Disney's Chicken Little|GBA|Platform|Buena Vista|A2M|7.9|0.70|0.50|0.00|0.18|0.01|2005-10-20
Battle Formation|PS|Strategy|Banpresto|Unknown|0.0|0.00|0.00|0.00|0.00|0.00|1997-11-13
Battle Realms|PC|Strategy|Ubisoft|Liquid Entertainment|8.7|0.00|0.00|0.00|0.00|0.00|2001-11-07
Cybernoid: The Fighting Machine|VC|Shooter|Commodore|Raffaele Cecco|0.0|0.00|0.00|0.00|0.00|0.00|2009-11-09
Cyborg Mice Arena|XBL|Shooter|Microsoft|bioroid|0.0|0.00|0.00|0.00|0.00|0.00|2009-07-20
Casino Tycoon|PC|Strategy|Monte Christo Multimedia|Cat Daddy Games|0.0|0.00|0.00|0.00|0.00|0.00|2001-12-15
Castle Conqueror|DSiW|Strategy|CIRCLE Entertainment|CIRCLE Entertainment|0.0|0.00|0.00|0.00|0.00|0.00|2010-09-13
Clue|GEN|Strategy|Parker Bros.|Sculptured Software|0.0|0.00|0.00|0.00|0.00|0.00|1992-01-01
Daemon Summoner|PS2|Shooter|Midas Interactive Entertainment|Atomic Planet Entertainment|0.0|0.00|0.00|0.00|0.00|0.00|2006-03-31
Daisenpuu|PCE|Shooter|NEC Avenue|NEC Avenue|0.0|0.00|0.00|0.00|0.00|0.00|1990-12-14
Panzer General|PC|Strategy|SSI|Strategic Simulations, Inc.|0.0|0.00|0.00|0.00|0.00|0.00|1994-01-01
Panzer General 3D Assault|PC|Strategy|SSI|Strategic Simulations, Inc.|0.0|0.00|0.00|0.00|0.00|0.00|1999-08-31
Daisenpuu Custom|PCE|Shooter|NEC Avenue|NEC Avenue|0.0|0.00|0.00|0.00|0.00|0.00|1991-07-27
Police Quest Collection|PC|Strategy|Sierra Entertainment|Sierra Entertainment|0.0|0.00|0.00|0.00|0.00|0.00|2006-09-15
Darius α|PCE|Shooter|NEC Avenue|Bits Laboratory|0.0|0.00|0.00|0.00|0.00|0.00|1990-01-01
Darius Burst|PSN|Shooter|Taito|Pyramid|0.0|0.00|0.00|0.00|0.00|0.00|2009-12-24
RollerCoaster Tycoon 3: Soaked!|PC|Strategy|Atari|Frontier Developments Inc.|0.0|0.00|0.00|0.00|0.00|0.00|2005-06-23
Darius Burst|PSP|Shooter|Unknown|Pyramid|0.0|0.00|0.00|0.00|0.00|0.00|2020-12-31
Raging loop|NS|Visual Novel|PQube|Kemco|0.0|0.00|0.00|0.00|0.00|0.00|2019-10-22
The Chessmaster 2000|PC|Strategy|Software Toolworks|Software Toolworks|0.0|0.00|0.00|0.00|0.00|0.00|1986-06-15
The Chessmaster 3-D|PS|Strategy|Ubisoft|Mindscape|0.0|0.00|0.00|0.00|0.00|0.00|1996-01-01
StarBlade|SCD|Shooter|Namco|Namco|0.0|0.00|0.00|0.00|0.00|0.00|1994-01-01
Red Faction: Armageddon - Path to War|XBL|Shooter|THQ|Volition Inc.|0.0|0.00|0.00|0.00|0.00|0.00|2011-08-02
Stinger|NES|Shooter|Konami|Konami|0.0|0.00|0.00|0.00|0.00|0.00|1987-01-01
Section-Z|NES|Shooter|Capcom|Capcom|0.0|0.00|0.00|0.00|0.00|0.00|1987-07-01
Sentimental Shooting|PC|Shooter|While|While|0.0|0.00|0.00|0.00|0.00|0.00|2001-01-01
Quadrun|2600|Action|Atari|Atari|0.0|0.00|0.00|0.00|0.00|0.00|1983-01-01
StarHawk|GB|Shooter|Accolade|Accolade|0.0|0.00|0.00|0.00|0.00|0.00|1992-05-12
Darius Gaiden|PC|Shooter|Interplay|Taito Corporation|0.0|0.00|0.00|0.00|0.00|0.00|1998-01-01
Super Smash T.V.|GG|Shooter|Flying Edge|Probe Entertainment Limited|0.0|0.00|0.00|0.00|0.00|0.00|1994-01-01
Super Star Soldier|PCE|Shooter|NEC|Inter State|0.0|0.00|0.00|0.00|0.00|0.00|1991-01-01
Team Fortress 2|PS3|Shooter|Valve Corporation|Valve Corporation|0.0|0.00|0.00|0.00|0.00|0.00|2007-12-11
Darius Gaiden|PS|Shooter|Taito|Taito Corporation|0.0|0.00|0.00|0.00|0.00|0.00|1996-12-13
Wolfenstein 3D|PC|Shooter|Apogee|id Software|0.0|0.00|0.00|0.00|0.00|0.00|1992-05-05
Darius Plus|VC|Shooter|NEC Avenue|Bits Laboratory|0.0|0.00|0.00|0.00|0.00|0.00|2008-07-15
Alien Breed 1: Evolution|XBL|Shooter|Team17 Software|Team17 Software|6.7|0.00|0.00|0.00|0.00|0.00|2009-12-16
Amok|SAT|Shooter|Scavenger|Lemon|0.0|0.00|0.00|0.00|0.00|0.00|1997-01-17
Mission X|Int|Shooter|Mattel Electronics|Mattel|0.0|0.00|0.00|0.00|0.00|0.00|1983-01-01
Assault Heroes|PSN|Shooter|Konami|Konami|8.6|0.00|0.00|0.00|0.00|0.00|2010-01-28
Darius Plus|PCE|Shooter|NEC Avenue|Bits Laboratory|0.0|0.00|0.00|0.00|0.00|0.00|1990-09-21
BioShock The Collection|PC|Shooter|2K Games|Blind Squirrel Digital, Inc|0.0|0.00|0.00|0.00|0.00|0.00|2016-09-13
Ace Combat 2|PS|Simulation|Namco|Namco|8.5|0.00|0.00|0.00|0.00|0.00|1997-07-31
Cosmic Avenger|CV|Shooter|Coleco|Universal|0.0|0.00|0.00|0.00|0.00|0.00|1982-09-07
Darius R|GBA|Shooter|Pacific Century Cyber Works|Taito Corporation|0.0|0.00|0.00|0.00|0.00|0.00|2002-12-13
Tom Clancy's Ghost Recon Breakpoint|PC|Shooter|Ubisoft|Ubisoft|0.0|0.00|0.00|0.00|0.00|0.00|2019-10-04
Comanche|Series|Simulation|NovaLogic|NUKKLEAR|0.0|0.00|0.00|0.00|0.00|0.00|1992-01-01
Mouse Trap|2600|Action|Coleco|Coleco|0.0|0.40|0.38|0.00|0.02|0.00|1982-01-01
Darius Twin|SNES|Shooter|Taito|Taito Corporation|0.0|0.00|0.00|0.00|0.00|0.00|1991-01-01
Art of Ink|DSiW|Simulation|Sabarasa Entertainment|Sabarasa Inc|0.0|0.00|0.00|0.00|0.00|0.00|2011-04-11
Darius Twin|VC|Shooter|Taito|Taito Corporation|0.0|0.00|0.00|0.00|0.00|0.00|2010-12-13
Dark Horizons: Lore|PC|Shooter|GarageGames|Max Gaming Technologies|0.0|0.00|0.00|0.00|0.00|0.00|2004-04-08
DinerTown Tycoon|PC|Simulation|PlayFirst|PlayFirst|0.0|0.00|0.00|0.00|0.00|0.00|2009-10-01
Disney City Girl|PC|Simulation|Playdom, Inc.|Playdom, Inc.|0.0|0.00|0.00|0.00|0.00|0.00|2012-06-29
Pengo|2600|Action|Atari|Atari|0.0|0.40|0.38|0.00|0.02|0.00|1984-01-01
Dark Sector|PC|Shooter|Aspyr|Digital Extremes|0.0|0.00|0.00|0.00|0.00|0.00|2009-03-24
Bulletstorm: Gun Sonata|PC|Shooter|Electronic Arts|People Can Fly|0.0|0.00|0.00|0.00|0.00|0.00|2011-05-19
Darkest of Days|PC|Shooter|Phantom EFX|8MonkeyLabs|4.8|0.00|0.00|0.00|0.00|0.00|2009-09-08
Call of Juarez: Gunslinger|X360|Shooter|Ubisoft|Techland|0.0|0.00|0.00|0.00|0.00|0.00|2013-05-22
Tomato Adventure|GBA|Adventure|Nintendo|AlphaDream Corporation|0.0|0.00|0.00|0.00|0.00|0.00|2002-01-25
The Graveyard|PC|Adventure|Tale of Tales|Tale of Tales|0.0|0.00|0.00|0.00|0.00|0.00|2008-03-21
Tsuki wa Higashi ni Ha wa Nishi na: Operation Sanctuary|PC|Adventure|Alchemist|Alchemist|0.0|0.00|0.00|0.00|0.00|0.00|2003-09-26
Stupid Invaders|PC|Adventure|Ubisoft|Xilam|0.0|0.00|0.00|0.00|0.00|0.00|2001-03-09
Day of Defeat: Source|PC|Shooter|Valve Software|Valve Software|8.1|0.00|0.00|0.00|0.00|0.00|2005-09-26
Tadeo Jones y el manuscrito perdido|PSV|Adventure|Deep Silver|U-PLAY Studios|0.0|0.00|0.00|0.00|0.00|0.00|2014-10-31
DDTank|PC|Shooter|Unknown|Ngames Limited|0.0|0.00|0.00|0.00|0.00|0.00|2010-11-06
Dead Man's Hand|PC|Shooter|Atari|Human Head Studios|0.0|0.00|0.00|0.00|0.00|0.00|2004-03-18
Tanteibu: The Detective Club - Angou to Misshitshu to Kaijin to|PSP|Adventure|Unknown|Boost On|0.0|0.00|0.00|0.00|0.00|0.00|2011-09-29
Tanteibu: The Detective Club - Tantei to Yuurei to Kaitou to|PSP|Adventure|Unknown|Boost On|0.0|0.00|0.00|0.00|0.00|0.00|2011-08-25
The Creed|PC|Adventure|Electronic Arts|Zero Hour Studios|0.0|0.00|0.00|0.00|0.00|0.00|2001-04-20
Dead Meat|XBL|Shooter|Microsoft|x68ST0X20|0.0|0.00|0.00|0.00|0.00|0.00|2009-09-16
The Secret of Monkey Island|SCD|Adventure|JVC|JVC Musical Industries, Inc.|0.0|0.00|0.00|0.00|0.00|0.00|1992-01-01
Finding Nemo|GBA|Platform|THQ|Vicarious Visions|7.0|2.82|1.59|0.04|1.05|0.14|2003-05-10
Flip|OSX|Misc|Unknown|Unknown|0.0|0.00|0.00|0.00|0.00|0.00|2014-07-01
Call of Duty 3|Wii|Shooter|Activision|EXAKT Entertainment|6.8|2.24|1.17|0.00|0.84|0.23|2006-11-14
Tetris Worlds|GBA|Puzzle|THQ|3d6 Games|0.0|1.71|1.25|0.00|0.39|0.06|2001-09-05
Dead Moon|VC|Shooter|Natsume|Zap|0.0|0.00|0.00|0.00|0.00|0.00|2007-06-04
The Getaway: Black Monday|PS2|Action|Sony Computer Entertainment|Team Soho|0.0|1.78|0.39|0.02|1.01|0.36|2005-01-11
Deer Hunter|PS2|Sports|Atari|Coresoft|0.0|0.28|0.14|0.00|0.11|0.04|2003-12-22
Ms. Pac-Man|2600|Puzzle|Atari|General Entertainment|0.0|1.65|1.54|0.00|0.10|0.02|1982-01-01
Dead Moon|PCE|Shooter|Turbo Technologies|Zap|0.0|0.00|0.00|0.00|0.00|0.00|1992-01-01
R.B.I. Baseball 2|NES|Sports|Tengen|Namco|0.0|1.42|0.12|1.30|0.00|0.00|1990-01-01
Doom 3|XB|Shooter|Activision|Vicarious Visions|0.0|1.34|0.85|0.00|0.43|0.06|2005-04-03
Dead Nation|PSN|Shooter|Sony Computer Entertainment|Housemarque|7.0|0.00|0.00|0.00|0.00|0.00|2010-11-30
LEGO Batman: The Videogame|PSP|Adventure|Warner Bros. Interactive|Traveller's Tales|7.9|1.30|0.57|0.00|0.46|0.27|2008-09-23
Vigilante 8|PS|Racing|Activision|Luxoflux, Inc.|0.0|1.23|0.68|0.00|0.47|0.08|1998-05-31
Dead Space 2: Severed|XBL|Shooter|Electronic Arts|Visceral Games|0.0|0.00|0.00|0.00|0.00|0.00|2011-03-01
MySims Agents|Wii|Adventure|Electronic Arts|EA Redwood Shores|7.5|1.05|0.63|0.00|0.32|0.10|2009-09-29
Touch Darts|DS|Misc|Agetec|Full Fat|0.0|0.00|0.00|0.00|0.00|0.00|2008-07-01
Dead Space 2: Severed|PSN|Shooter|Electronic Arts|Visceral Games|0.0|0.00|0.00|0.00|0.00|0.00|2011-03-01
Guitar Hero: Aerosmith|PS3|Misc|Activision|Neversoft|0.0|1.00|0.73|0.00|0.15|0.11|2008-06-29
Teenage Mutant Ninja Turtles|GBA|Action|Konami|Konami|0.0|0.93|0.67|0.00|0.25|0.02|2003-10-31
Ratatouille|PS2|Platform|THQ|Asobo Studio|6.0|0.85|0.31|0.00|0.00|0.53|2007-06-26
Toriko 2|PC|Adventure|Digerati|D.O.|0.0|0.00|0.00|0.00|0.00|0.00|1997-11-14
Mega Man Legends|PS|Adventure|Capcom|Capcom|0.0|0.83|0.39|0.12|0.26|0.05|1998-08-31
Dead Space Extraction|PSN|Shooter|Electronic Arts|Visceral Games|0.0|0.00|0.00|0.00|0.00|0.00|2011-01-25
The Walking Dead: A Telltale Games Series|PS3|Adventure|Telltale Games|Telltale Games|9.7|0.82|0.40|0.03|0.25|0.14|2012-11-20
Crystal Castles|2600|Action|Atari|Atari|0.0|0.77|0.72|0.00|0.04|0.01|1984-01-01
Dead Storm Pirates|PSN|Shooter|Namco Bandai|Namco Bandai Games|0.0|0.00|0.00|0.00|0.00|0.00|2010-11-24
The Sims 3|DS|Simulation|Electronic Arts|The Sims Studio|7.5|0.67|0.38|0.00|0.23|0.06|2010-10-26
Finding Nemo|XB|Action|THQ|Traveller's Tales|0.0|0.66|0.48|0.00|0.16|0.02|2003-05-09
Paws & Claws: Pet Vet|DS|Simulation|THQ|ValuSoft|0.0|0.64|0.59|0.00|0.00|0.05|2007-01-03
Dead to Rights|PC|Shooter|Hip Interactive|Namco|0.0|0.00|0.00|0.00|0.00|0.00|2003-11-10
CyberStrike|PC|Action|Unknown|Simutronics|0.0|0.00|0.00|0.00|0.00|0.00|1993-02-01
Cooking Mama 4: Kitchen Magic!|3DS|Simulation|Majesco|Cooking Mama Ltd.|0.0|0.63|0.50|0.00|0.07|0.06|2011-11-15
Mega Man X7|PS2|Platform|Capcom|Capcom|0.0|0.58|0.22|0.14|0.17|0.06|2003-10-14
SpongeBob's Atlantis SquarePantis|Wii|Adventure|THQ|Blitz Games|0.0|0.62|0.56|0.00|0.00|0.05|2007-11-12
Dogz|DS|Simulation|Ubisoft|MTO|0.0|0.56|0.50|0.00|0.01|0.04|2006-11-22
Doom 3 BFG Edition|PS3|Misc|Bethesda Softworks|Unknown|6.8|0.58|0.26|0.00|0.22|0.10|2012-10-16
Mega Man Zero|GBA|Platform|Capcom|Inti Creates|0.0|0.55|0.22|0.24|0.08|0.01|2002-09-09
Dead to Rights II|PC|Shooter|Namco|WideScreen Games|0.0|0.00|0.00|0.00|0.00|0.00|2005-08-15
Deadfall Adventures|PS3|Shooter|Nordic Games|The Farm 51|0.0|0.00|0.00|0.00|0.00|0.00|2014-10-28
The Golden Compass|PS2|Adventure|Sega|Shiny Entertainment|0.0|0.52|0.13|0.00|0.00|0.39|2007-12-04
Go Diego Go! Safari Rescue|Wii|Action|2K Play|Take-Two Interactive|0.0|0.52|0.47|0.00|0.00|0.04|2008-02-11
One Piece: Grand Battle!|PS|Fighting|Atari|Bandai|0.0|0.49|0.00|0.46|0.00|0.03|2003-01-01
The Punisher|PS2|Shooter|THQ|Volition Inc.|0.0|0.52|0.25|0.00|0.20|0.07|2005-01-17
The Price is Right|DS|Misc|Ubisoft|Ludia Inc.|0.0|0.49|0.46|0.00|0.00|0.04|2008-09-09
Death By Cube|XBL|Shooter|Square Enix|Premium Agency|4.5|0.00|0.00|0.00|0.00|0.00|2010-01-20
Dragon Age Origins: Awakening|X360|Role-Playing|Electronic Arts|BioWare Corp.|8.3|0.47|0.33|0.00|0.10|0.04|2010-03-16
Just Dance 4|PS3|Music|Ubisoft|Ubisoft|0.0|0.45|0.26|0.00|0.11|0.08|2012-10-09
Death Crimson 2|DC|Shooter|Ecole|Ecole Software|0.0|0.00|0.00|0.00|0.00|0.00|1999-11-25
Metal Gear Solid HD Collection|PSV|Action|Konami Digital Entertainment|Kojima Productions|0.0|0.44|0.12|0.05|0.20|0.08|2012-06-12
Death Crimson OX|DC|Shooter|Sammy Corporation|Ecole Software|5.1|0.00|0.00|0.00|0.00|0.00|2001-08-05
Deathmatch Classic|PC|Shooter|Valve|Valve Software|0.0|0.00|0.00|0.00|0.00|0.00|2001-06-01
Dragon Quest X|WiiU|MMO|Square Enix|Square Enix|0.0|0.42|0.00|0.42|0.00|0.00|2013-03-30
International Superstar Soccer Pro '98|PS|Sports|Konami|KCET|0.0|0.42|0.02|0.35|0.02|0.03|1998-08-11
DeathSmiles 2X|XBL|Shooter|Cave|Cave|0.0|0.00|0.00|0.00|0.00|0.00|2011-05-17
Castlevania: The Dracula X Chronicles|PSP|Platform|Konami|Konami|8.0|0.42|0.22|0.04|0.09|0.07|2007-10-23
Decimation X|XBL|Shooter|Microsoft|Xona Games|0.0|0.00|0.00|0.00|0.00|0.00|2010-01-16
JGTC: All-Japan Grand Touring Car Championship|PS|Racing|TYO|TYO|0.0|0.42|0.23|0.00|0.16|0.03|1998-06-18
From Russia with Love|PS2|Action|Electronic Arts|EA Redwood Shores|0.0|0.41|0.34|0.00|0.01|0.06|2005-11-01
DefCon 5|3DO|Shooter|Multisoft|Millennium Interactive|0.0|0.00|0.00|0.00|0.00|0.00|1996-05-17
Danball Senki|PSP|Role-Playing|Level 5|Level 5|0.0|0.39|0.00|0.39|0.00|0.00|2011-06-16
Kengo: Master of Bushido|PS2|Fighting|Crave Entertainment|LightWeight|0.0|0.39|0.16|0.06|0.13|0.04|2001-01-03
DefCon 5|SAT|Shooter|Data East|Millennium Interactive|0.0|0.00|0.00|0.00|0.00|0.00|1996-06-07
NCAA Football 11|PS2|Sports|EA Sports|EA Tiburon|6.4|0.38|0.19|0.00|0.15|0.05|2010-07-13
Defender|XBL|Shooter|Midway Games|Digital Eclipse|0.0|0.00|0.00|0.00|0.00|0.00|2006-11-15
FlatOut|PS2|Racing|Empire Interactive|Bugbear Entertainment|0.0|0.38|0.19|0.00|0.15|0.05|2005-07-12
Defender II|NES|Shooter|HAL Laboratory|HAL Laboratory|0.0|0.00|0.00|0.00|0.00|0.00|1988-07-01
Defender of Zorgaba|XBL|Shooter|Microsoft|Nashz99|0.0|0.00|0.00|0.00|0.00|0.00|2009-06-05
Okage: Shadow King|PS2|Role-Playing|Sony Computer Entertainment|Zener Works|0.0|0.36|0.14|0.08|0.11|0.04|2001-10-01
NBA Live 2003|XB|Sports|EA Sports|EA Canada|0.0|0.36|0.31|0.00|0.04|0.01|2002-10-08
NHL 2K3|XB|Sports|Sega|Treyarch|0.0|0.12|0.09|0.00|0.02|0.00|2002-11-19
Arcade Classics 3D|3DS|Misc|Enjoy Gaming ltd.|Unknown|0.0|0.00|0.00|0.00|0.00|0.00|2013-10-31
NBA Live 96|PS|Sports|Electronic Arts|EA Canada|0.0|0.33|0.16|0.04|0.11|0.02|1996-03-01
The Urbz: Sims in the City|XB|Simulation|Electronic Arts|Maxis|0.0|0.34|0.22|0.00|0.11|0.01|2004-11-09
Delta Force|PC|Shooter|NovaLogic|NovaLogic|0.0|0.00|0.00|0.00|0.00|0.00|1998-09-30
Marvel vs. Capcom: Infinite|XOne|Fighting|Capcom|Capcom|0.0|0.34|0.26|0.00|0.05|0.03|2017-09-19
Eternal Sonata|X360|Role-Playing|Namco Bandai|Tri-Crescendo|7.9|0.32|0.19|0.08|0.04|0.02|2007-09-17
Legends of Wrestling II|PS2|Fighting|Acclaim Entertainment|Acclaim Studios Salt Lake City|0.0|0.33|0.16|0.00|0.13|0.04|2002-11-26
NBA Live 06|GC|Sports|EA Sports|EA Canada|0.0|0.33|0.25|0.00|0.07|0.01|2005-09-26
Rhythm Tengoku|GBA|Music|Nintendo|Nintendo SPD Group No.1|0.0|0.30|0.00|0.30|0.00|0.01|2006-08-03
Dark Void|X360|Action|Capcom|Airtight Games|6.1|0.31|0.19|0.00|0.09|0.03|2010-01-19
Mega Man Battle Network 2|GBA|Action|Ubisoft|Capcom|0.0|0.31|0.22|0.00|0.08|0.01|2002-10-18
Barbie as The Island Princess|DS|Adventure|Activision|Human Soft / Ivolgamus|0.0|0.31|0.28|0.00|0.01|0.02|2007-10-30
Vigilante 8|N64|Racing|Activision|Luxoflux, Inc.|0.0|0.31|0.25|0.00|0.06|0.00|1998-06-04
Nicktoons: Battle for Volcano Island|DS|Action|THQ|Natsume|0.0|0.29|0.27|0.00|0.00|0.02|2006-10-24
Karaoke Revolution Party|PS2|Misc|Konami|Harmonix Music Systems|0.0|0.30|0.15|0.00|0.12|0.04|2005-11-08
Tony Hawk: Shred|PS3|Sports|Activision|Robomodo|0.0|0.29|0.18|0.00|0.06|0.04|2010-10-26
One Piece Unlimited World: Red|PS3|Action-Adventure|Namco Bandai Games|Ganbarion|0.0|0.29|0.09|0.06|0.10|0.04|2014-07-08
Ascendant|PC|Misc|Unknown|Unknown|0.0|0.00|0.00|0.00|0.00|0.00|2014-05-13
Shrek Super Party|PS2|Misc|TDK Mediactive|Mass Media|0.0|0.29|0.14|0.00|0.11|0.04|2002-11-16
Delta Force 10th Anniversary Collection|PC|Shooter|NovaLogic|NovaLogic|0.0|0.00|0.00|0.00|0.00|0.00|2009-01-16
Dynasty Warriors: Strikeforce|PS3|Action|Tecmo Koei|Omega Force|6.8|0.29|0.11|0.07|0.08|0.03|2010-02-16
Delta Force: Black Hawk Down|PC|Shooter|NovaLogic|NovaLogic|0.0|0.00|0.00|0.00|0.00|0.00|2003-03-23
Teen Titans|PS2|Action|THQ|A2M|6.6|0.25|0.12|0.00|0.10|0.03|2006-05-24
FIFA 18|X360|Sports|EA Sports|EA Vancouver|0.0|0.26|0.05|0.00|0.19|0.02|2017-09-29
Jikkyou Powerful Pro Yakyuu 2013|PS3|Sports|Konami Digital Entertainment|Konami|0.0|0.26|0.00|0.26|0.00|0.00|2013-10-24
NHL 06|XB|Sports|EA Sports|EA Canada|0.0|0.25|0.19|0.00|0.05|0.01|2005-09-06
Dungeons & Dragons: Eye of the Beholder|GBA|Role-Playing|Atari|Pronto Games|4.8|0.26|0.19|0.00|0.07|0.00|2002-10-30
Defender|XB|Shooter|Midway Games|7 Studios|0.0|0.09|0.07|0.00|0.02|0.00|2002-10-22
Exhibition|XB|Misc|Microsoft|Various|0.0|0.25|0.19|0.00|0.05|0.01|2002-01-01
Transformers: War for Cybertron -- Autobots|DS|Action|Activision|Vicarious Visions|0.0|0.25|0.22|0.00|0.01|0.02|2010-06-22
Pepsi Invaders|2600|Shooter|Atari|Atari|0.0|0.00|0.00|0.00|0.00|0.00|1983-01-01
Narimono Note|PC|Adventure|SkunkWorks|SkunkWorks|0.0|0.00|0.00|0.00|0.00|0.00|2007-03-02
Major League Baseball 2K10|PS2|Sports|2K Sports|Visual Concepts|0.0|0.23|0.11|0.00|0.09|0.03|2010-03-02
Pictionary: Ultimate Edition|PS3|Misc|THQ|Page 44 Studios|0.0|0.24|0.15|0.00|0.06|0.04|2011-11-15
The Polar Express|PS2|Adventure|THQ|Blue Tongue|0.0|0.23|0.11|0.00|0.09|0.03|2004-11-02
Shadow Hearts: Covenant|PS2|Role-Playing|Midway Games|Nautilus|8.1|0.24|0.12|0.00|0.09|0.03|2004-09-27
NCAA Football 09|PSP|Sports|EA Sports|Team Fusion|6.5|0.23|0.21|0.00|0.00|0.02|2008-07-15
F1 2016|XOne|Racing|Codemasters|Codemasters|8.8|0.22|0.09|0.00|0.12|0.02|2016-08-19
Bass Pro Shops: The Hunt|Wii|Sports|XS Games|Piranha Games|0.0|0.23|0.21|0.00|0.00|0.02|2010-06-01
Fireblade|GBA|Action|Midway Games|Midway Games|0.0|0.00|0.00|0.00|0.00|0.00|2003-02-28
NCAA Football 2003|GC|Sports|EA Sports|EA Tiburon|9.2|0.21|0.16|0.00|0.04|0.01|2002-07-20
Legion: The Legend of Excalibur|PS2|Action|Midway Games|7 Studios|0.0|0.22|0.11|0.00|0.09|0.03|2002-06-18
NHL 2K6|XB|Sports|2K Sports|Kush Games|0.0|0.21|0.16|0.00|0.05|0.01|2005-09-06
Street Fighter x Tekken|PSV|Fighting|Capcom|Capcom|0.0|0.21|0.10|0.01|0.05|0.04|2012-10-23
NBA Live 18|XOne|Sports|EA Sports|EA Sports|0.0|0.21|0.18|0.00|0.00|0.02|2017-09-15
Conflict Zone|PS2|Strategy|Ubisoft|MASA Group|0.0|0.21|0.10|0.00|0.08|0.03|2002-10-19
Roadsters 99|N64|Racing|Titus|Unknown|6.4|0.20|0.06|0.00|0.13|0.01|1999-11-30
BloodRayne|XB|Shooter|Majesco|Terminal Reality|7.3|0.21|0.16|0.00|0.05|0.01|2002-10-15
Delta Force: Black Hawk Down - Team Sabre|PC|Shooter|NovaLogic|Ritual Entertainment|0.0|0.00|0.00|0.00|0.00|0.00|2004-01-20
